sr_number,sr_type,sr_short_code,owner_department,status,origin,created_date,last_modified_date,closed_date,street_address,city,state,zip_code,street_number,street_direction,street_name,street_type,duplicate,legacy_record,community_area,ward,police_sector,police_district,police_beat,precinct,created_hour,created_day_of_week,created_month,x_coordinate,y_coordinate,latitude,longitude,location,created_department,electricity_grid,parent_sr_number
SR23-01890351,Tree Trim Request (NO LONGER BEING ACCEPTED),SEF,Streets and Sanitation,Completed,Mass Entry,2023-10-31T12:28:51.000,2023-10-31T12:28:58.000,2023-10-31T12:28:58.000,3150 S UNION AVE,Chicago,Illinois,60616,3150,S,UNION,AVE,False,False,60,11,1,09,0915,22,12,3,10,1172076.31556841,1883794.31012518,41.836590001,-87.644088,"{'latitude': '41.8365900009403', 'longitude': '-87.6440880000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,O029,
SR23-01806604,Aircraft Noise Complaint,AVN,Aviation,Completed,Internet,2023-10-18T19:36:43.000,2023-10-18T20:31:09.000,2023-10-18T19:36:43.000,10510 W ZEMKE RD,Chicago,Illinois,60666,10510,W,ZEMKE,RD,False,False,76,41,5,16,1654,27,19,4,10,1105376.767356118,1941043.788329337,41.994900001,-87.8877495,"{'latitude': '41.99490000094086', 'longitude': '-87.8877495000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,
SR23-01728754,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-07T02:10:28.000,2023-10-07T02:30:42.000,2023-10-07T02:10:28.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,2,7,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,
SR23-01805898,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-18T17:42:00.000,2023-10-18T18:30:37.000,2023-10-18T17:42:00.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,17,4,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,
SR23-01921745,Graffiti Removal Request,GRAF,Streets and Sanitation,Completed,Mobile Device,2023-11-05T14:52:16.000,2023-11-08T13:35:41.000,2023-11-08T13:35:41.000,3759 N RECREATION DR,,,,3759,N,RECREATION,DR,True,False,6,46,2,19,1925,19,14,1,11,1171714.175280831,1925975.725647431,41.952346338,-87.644173597,"{'latitude': '41.952346338356456', 'longitude': '-87.64417359707662', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,O013,SR23-01921728
SR23-01934661,Tree Trim Request (NO LONGER BEING ACCEPTED),SEF,Streets and Sanitation,Completed,Mass Entry,2023-11-07T13:12:03.000,2023-11-07T13:12:13.000,2023-11-07T13:12:13.000,8058 S MANISTEE AVE,Chicago,Illinois,60617,8058,S,MANISTEE,AVE,False,False,46,7,2,04,0422,20,13,3,11,1195833.870811626,1851841.685535352,41.748354001,-87.5579715,"{'latitude': '41.748354000939976', 'longitude': '-87.55797150000188', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,W041,
SR23-01836187,Weed Removal Request,SCP,Streets and Sanitation,Completed,Internet,2023-10-23T11:06:38.000,2023-10-23T12:12:09.000,2023-10-23T12:12:09.000,3385 S PULASKI RD,Chicago,Illinois,60623,3385,S,PULASKI,RD,False,False,30,22,3,10,1031,10,11,2,10,1150258.318290525,1881991.548766355,41.832095501,-87.724194026,"{'latitude': '41.832095501019374', 'longitude': '-87.72419402608196', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,G029,
SR23-01731376,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-07T15:05:56.000,2023-10-07T15:31:24.000,2023-10-07T15:05:56.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,15,7,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,
SR23-01787700,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-16T15:51:47.000,2023-10-16T16:31:43.000,2023-10-16T15:51:47.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,15,2,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,
SR23-01825314,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-21T02:07:39.000,2023-10-21T02:30:51.000,2023-10-21T02:07:39.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,2,7,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,
SR23-01826501,Aircraft Noise Complaint,AVN,Aviation,Completed,Internet,2023-10-21T10:30:38.000,2023-10-21T11:30:57.000,2023-10-21T10:30:38.000,10510 W ZEMKE RD,Chicago,Illinois,60666,10510,W,ZEMKE,RD,False,False,76,41,5,16,1654,27,10,7,10,1105376.767356118,1941043.788329337,41.994900001,-87.8877495,"{'latitude': '41.99490000094086', 'longitude': '-87.8877495000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,
SR23-01841706,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-24T08:10:31.000,2023-10-24T08:31:24.000,2023-10-24T08:10:32.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,8,3,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,
SR23-01779928,Aircraft Noise Complaint,AVN,Aviation,Completed,Internet,2023-10-15T17:22:34.000,2023-10-15T17:31:21.000,2023-10-15T17:22:34.000,10510 W ZEMKE RD,Chicago,Illinois,60666,10510,W,ZEMKE,RD,False,False,76,41,5,16,1654,27,17,1,10,1105376.767356118,1941043.788329337,41.994900001,-87.8877495,"{'latitude': '41.99490000094086', 'longitude': '-87.8877495000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,
SR23-01768510,Blue Recycling Cart,SRRC,Streets and Sanitation,Completed,Internet,2023-10-13T12:00:14.000,2023-11-16T11:21:32.000,2023-11-16T11:21:32.000,2109 N MAJOR AVE,Chicago,Illinois,60639,2109,N,MAJOR,AVE,True,False,19,36,1,25,2515,21,12,6,10,1138115.33072542,1913352.56409647,41.918382001,-87.767991,"{'latitude': '41.91838200094058', 'longitude': '-87.7679910000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,B017,SR23-01768459
SR23-01921594,Sign Repair Request - All Other Signs,PCE,CDOT - Department of Transportation,Open,Mobile Device,2023-11-05T14:24:06.000,2023-11-06T06:45:35.000,,3001 W 37TH PL,,,,3001,W,37TH,PL,True,False,58,12,1,09,0911,12,14,1,11,1156955.614697479,1879579.688390051,41.825344113,-87.699685888,"{'latitude': '41.825344112559925', 'longitude': '-87.69968588838226', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,I030,SR23-01155560
SR23-01846113,Blue Recycling Cart,SRRC,Streets and Sanitation,Completed,Internet,2023-10-24T14:33:43.000,2023-11-20T10:48:48.000,2023-11-20T10:48:48.000,4710 N AVERS AVE,Chicago,Illinois,60625,4710,N,AVERS,AVE,False,False,14,33,2,17,1723,30,14,3,10,1149799.829029832,1931110.562731163,41.966892001,-87.7245975,"{'latitude': '41.96689200094076', 'longitude': '-87.72459750000192', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,G011,
SR23-01740735,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-09T15:09:26.000,2023-10-09T15:31:56.000,2023-10-09T15:09:27.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,15,2,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,
SR23-01845203,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-24T13:16:33.000,2023-10-24T13:32:25.000,2023-10-24T13:16:33.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,13,3,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,
SR23-01899098,Graffiti Removal Request,GRAF,Streets and Sanitation,Completed,Mobile Device,2023-11-01T16:03:41.000,2023-11-02T09:10:15.000,2023-11-02T09:10:15.000,2400 W 47TH ST,,,,2400,W,47TH,ST,False,False,58,15,2,09,0922,8,16,4,11,1161076.273409691,1873502.068608511,41.808582001,-87.6847365,"{'latitude': '41.808582000940206', 'longitude': '-87.68473650000192', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,J032,
SR23-01829003,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-21T21:16:59.000,2023-10-21T21:30:38.000,2023-10-21T21:16:59.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,21,7,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,
SR23-01713942,Aircraft Noise Complaint,AVN,Aviation,Completed,Internet,2023-10-04T21:46:19.000,2023-10-04T22:30:44.000,2023-10-04T21:46:19.000,10510 W ZEMKE RD,Chicago,Illinois,60666,10510,W,ZEMKE,RD,False,False,76,41,5,16,1654,27,21,4,10,1105376.767356118,1941043.788329337,41.994900001,-87.8877495,"{'latitude': '41.99490000094086', 'longitude': '-87.8877495000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,
SR23-01868096,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-27T12:06:12.000,2023-10-27T12:32:30.000,2023-10-27T12:06:12.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,12,6,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,
SR23-01819234,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-20T08:31:58.000,2023-10-20T09:31:22.000,2023-10-20T08:31:59.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,8,6,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,
SR23-01919937,Report an Injured Animal,EAQ,Animal Care and Control,Completed,Phone Call,2023-11-05T08:08:13.000,2023-11-05T12:54:29.000,2023-11-05T12:54:29.000,4500 W SUNNYSIDE AVE,Chicago,Illinois,60630,4500,W,SUNNYSIDE,AVE,False,False,16,39,2,17,1722,17,8,1,11,1145251.57629303,1929552.15204578,41.962703055,-87.741360554,"{'latitude': '41.96270305466818', 'longitude': '-87.74136055372938', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,E011,
SR23-01833322,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-22T21:40:38.000,2023-10-22T22:30:55.000,2023-10-22T21:40:39.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,21,1,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,
SR23-01843967,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-24T11:29:16.000,2023-10-24T11:32:25.000,2023-10-24T11:29:17.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,11,3,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,
SR23-01791164,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-17T09:11:34.000,2023-10-17T09:32:32.000,2023-10-17T09:11:34.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,9,3,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,
SR23-01725491,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-06T12:50:15.000,2023-10-06T13:31:11.000,2023-10-06T12:50:16.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,12,6,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,
SR23-01899558,Graffiti Removal Request,GRAF,Streets and Sanitation,Completed,Internet,2023-11-01T17:13:23.000,2023-11-02T09:04:27.000,2023-11-02T09:04:27.000,3127 N ASHLAND AVE,Chicago,Illinois,60657,3127,N,ASHLAND,AVE,False,False,6,32,3,19,1932,10,17,4,11,1165179.519577207,1920945.927397168,41.938686001,-87.6683385,"{'latitude': '41.93868600094065', 'longitude': '-87.66833850000191', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,M015,
SR23-01819899,Aircraft Noise Complaint,AVN,Aviation,Completed,Internet,2023-10-20T09:37:38.000,2023-10-20T10:31:37.000,2023-10-20T09:37:38.000,10510 W ZEMKE RD,Chicago,Illinois,60666,10510,W,ZEMKE,RD,False,False,76,41,5,16,1654,27,9,6,10,1105376.767356118,1941043.788329337,41.994900001,-87.8877495,"{'latitude': '41.99490000094086', 'longitude': '-87.8877495000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,
SR23-01887579,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-31T07:55:08.000,2023-10-31T08:31:09.000,2023-10-31T07:55:09.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,7,3,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,
SR23-01688951,Aircraft Noise Complaint,AVN,Aviation,Completed,Internet,2023-10-01T16:38:19.000,2023-10-01T17:30:55.000,2023-10-01T16:38:20.000,10510 W ZEMKE RD,Chicago,Illinois,60666,10510,W,ZEMKE,RD,False,False,76,41,5,16,1654,27,16,1,10,1105376.767356118,1941043.788329337,41.994900001,-87.8877495,"{'latitude': '41.99490000094086', 'longitude': '-87.8877495000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,
SR23-01880654,Garbage Cart Maintenance,SIE,Streets and Sanitation,Completed,Phone Call,2023-10-30T07:44:58.000,2023-11-13T08:45:04.000,2023-11-13T08:45:04.000,2125 N MELVINA AVE,Chicago,Illinois,60639,2125,N,MELVINA,AVE,False,False,19,36,1,25,2512,5,7,2,10,1134814.082480086,1913426.147804926,41.918643001,-87.7801185,"{'latitude': '41.91864300094057', 'longitude': '-87.7801185000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,A017,
SR23-01855289,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-25T17:15:04.000,2023-10-25T17:30:58.000,2023-10-25T17:15:04.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,17,4,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,
SR23-01906336,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-11-02T16:17:46.000,2023-11-02T16:31:59.000,2023-11-02T16:17:46.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,16,5,11,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,
SR23-01701317,Graffiti Removal Request,GRAF,Streets and Sanitation,Completed,Phone Call,2023-10-03T10:26:55.000,2023-10-10T09:00:35.000,2023-10-10T09:00:35.000,5700 N SHERIDAN RD,Chicago,Illinois,60660,5700,N,SHERIDAN,RD,False,False,77,48,2,20,2022,18,10,3,10,1168466.851888471,1938161.310907801,41.985855001,-87.6557565,"{'latitude': '41.985855000940816', 'longitude': '-87.6557565000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,N008,
SR23-01734459,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-08T12:21:00.000,2023-10-08T12:31:21.000,2023-10-08T12:21:00.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,12,1,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,
SR23-01838497,Aircraft Noise Complaint,AVN,Aviation,Completed,Internet,2023-10-23T14:44:03.000,2023-10-23T15:31:01.000,2023-10-23T14:44:03.000,10510 W ZEMKE RD,Chicago,Illinois,60666,10510,W,ZEMKE,RD,False,False,76,41,5,16,1654,27,14,2,10,1105376.767356118,1941043.788329337,41.994900001,-87.8877495,"{'latitude': '41.99490000094086', 'longitude': '-87.8877495000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,
SR23-01703012,Fly Dumping Complaint,SDR,Streets and Sanitation,Completed,Phone Call,2023-10-03T13:13:38.000,2023-10-06T12:42:56.000,2023-10-06T12:42:56.000,2113 N LARAMIE AVE,Chicago,Illinois,60639,2113,N,LARAMIE,AVE,False,False,19,26,2,25,2522,22,13,3,10,1141474.276687389,1913627.489472294,41.919075001,-87.755643,"{'latitude': '41.91907500094057', 'longitude': '-87.75564300000191', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,D017,
